#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   97    96     0     1  4.35126e+00  0.00000e+00  1.98505e-01    35, 96
   97    96     0     1  3.80606e+00  0.00000e+00  1.72605e-01    37, 95
   97    96     0     1  3.12114e+00  0.00000e+00  1.43804e-01    37, 96
   97    96     0     1  2.61361e+00  0.00000e+00 -1.04753e-01     2, 96
   97    96     0     1  2.20126e+00  0.00000e+00 -8.76217e-02     2, 96
   97    96     0     1  1.96889e+00  0.00000e+00 -6.54742e-02     2, 96
   97    96     0     1  1.77405e+00  0.00000e+00 -4.78073e-02     2, 96
   97    96     0     1  1.62020e+00  0.00000e+00  3.46042e-02    33, 96
   97    96     0     1  1.49404e+00  0.00000e+00  2.91615e-02    33, 96
   97    96     0     1  1.40756e+00  0.00000e+00  2.41265e-02    33, 96
   97    96     0     1  1.35258e+00  0.00000e+00 -2.00235e-02     9, 96
   97    96     0     1  1.28231e+00  0.00000e+00 -1.94000e-02     7, 96
   97    96     0     1  1.23473e+00  0.00000e+00 -1.80834e-02     9, 96
   97    96     0     1  1.20794e+00  0.00000e+00 -1.63727e-02    11, 96
   97    96     0     1  1.17730e+00  0.00000e+00 -1.57183e-02     7, 96
   97    96     0     1  1.15001e+00  0.00000e+00 -1.47304e-02    11, 96
   97    96     0     1  1.13540e+00  0.00000e+00 -1.39250e-02    28, 96
   97    96     0     1  1.11242e+00  0.00000e+00 -1.32360e-02    11, 96
   97    96     0     1  1.09802e+00  0.00000e+00 -1.30539e-02    30, 96
   97    96     0     1  1.08374e+00  0.00000e+00 -1.30639e-02    30, 96
   97    96     0     1  1.07147e+00  0.00000e+00 -1.28294e-02    30, 96
   97    96     0     1  1.06449e+00  0.00000e+00 -1.23078e-02    30, 96
   97    96     0     1  1.05016e+00  0.00000e+00 -1.20829e-02    30, 96
   97    96     0     1  1.04851e+00  0.00000e+00 -1.16806e-02    30, 96
   97    96     0     1  1.04596e+00  0.00000e+00 -1.18100e-02    30, 96
   97    96     0     1  1.03688e+00  0.00000e+00 -1.10700e-02    30, 96
   97    96     0     1  1.03978e+00  0.00000e+00 -1.06722e-02    30, 96
   97    96     0     1  1.03698e+00  0.00000e+00 -1.05517e-02    28, 96
   97    96     0     1  1.03422e+00  0.00000e+00 -1.04222e-02    30, 96
   97    96     0     1  1.03860e+00  0.00000e+00 -9.84703e-03    30, 96
   97    96     0     1  1.02698e+00  0.00000e+00 -9.78943e-03    30, 96
   97    96     0     1  1.03766e+00  0.00000e+00 -9.68648e-03    30, 96
   97    96     0     1  1.03509e+00  0.00000e+00 -8.94875e-03    30, 96
   97    96     0     1  1.02714e+00  0.00000e+00 -9.22766e-03    30, 96
   97    96     0     1  1.02870e+00  0.00000e+00 -8.85246e-03    30, 96
   97    96     0     1  1.02699e+00  0.00000e+00 -8.45187e-03    30, 96
   97    96     0     1  1.02356e+00  0.00000e+00 -8.27238e-03    30, 96
   97    96     0     1  1.02575e+00  0.00000e+00 -7.89243e-03    30, 96
   97    96     0     1  1.02977e+00  0.00000e+00 -7.92219e-03    30, 96
   97    96     0     1  1.02135e+00  0.00000e+00 -7.36187e-03    30, 96
   97    96     0     1  1.02363e+00  0.00000e+00 -7.57969e-03    30, 96
   97    96     0     1  1.01567e+00  0.00000e+00 -7.31862e-03    30, 96
   97    96     0     1  1.01559e+00  0.00000e+00 -7.06515e-03    30, 96
   97    96     0     1  1.01994e+00  0.00000e+00 -6.90182e-03    30, 96
   97    96     0     1  1.01223e+00  0.00000e+00 -6.55331e-03    30, 96
   97    96     0     1  1.00752e+00  0.00000e+00 -6.45151e-03    30, 96
   97    96     0     1  1.01666e+00  0.00000e+00 -6.05631e-03    30, 96
   97    96     0     1  1.02125e+00  0.00000e+00 -6.02464e-03    30, 96
   97    96     0     1  1.01141e+00  0.00000e+00 -6.12645e-03    30, 96
   97    96     0     1  1.01026e+00  0.00000e+00 -5.61129e-03    30, 96
   97    96     0     1  1.01143e+00  0.00000e+00 -5.46103e-03    30, 96
   97    96     0     1  1.01289e+00  0.00000e+00 -5.23812e-03    30, 96
   97    96     0     1  1.01142e+00  0.00000e+00 -5.07617e-03    30, 96
   97    96     0     1  1.00893e+00  0.00000e+00 -5.04661e-03    42, 96
   97    96     0     1  1.01696e+00  0.00000e+00 -5.09496e-03    44, 96
   97    96     0     1  1.01579e+00  0.00000e+00 -4.89050e-03    30, 96
   97    96     0     1  1.01782e+00  0.00000e+00 -5.29082e-03    44, 96
