00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:45:25 2026
00001  0.00000 0.95816 0.66794 0        16379410  16388590: Tue Aug 11 23:45:28 2026
00002  0.00000 0.95807 0.66802 0        8201351   8199033 : Tue Aug 11 23:45:30 2026
00003  0.00000 0.95803 0.66784 0        8201542   8198842 : Tue Aug 11 23:45:31 2026
00004  0.00000 0.95813 0.66762 0        8197355   8203029 : Tue Aug 11 23:45:33 2026
00005  0.00000 0.95812 0.66793 0        8201550   8198834 : Tue Aug 11 23:45:34 2026
00006  0.00000 0.95814 0.66748 0        8202000   8198384 : Tue Aug 11 23:45:37 2026
00007  0.00000 0.95801 0.66803 0        8198567   8201817 : Tue Aug 11 23:45:39 2026
00008  0.00000 0.95810 0.66773 0        8199066   8201318 : Tue Aug 11 23:45:41 2026
00009  0.00000 0.95813 0.66789 0        8201266   8199118 : Tue Aug 11 23:45:43 2026
00010  0.00000 0.95805 0.66786 0        8200489   8199895 : Tue Aug 11 23:45:44 2026
