# p si sj distance Re(initial) Im(initial) max_signed_residual
0 0 0 1 1.6628239725021463 0 1.5543122344752192e-15
1 0 0 2 -0.76184535186510516 0 1.0436096431476471e-14
2 0 0 3 1.5631129565630142 0 1.021405182655144e-14
3 0 0 4 -0.80449177281992257 0 2.375877272697835e-14
4 0 0 5 1.5394887521456231 0 7.3274719625260332e-15
5 0 0 6 -0.81946876134921554 0 2.0650148258027912e-14
6 0 0 7 1.5291687632991944 0 1.2878587085651816e-14
7 0 0 8 -0.82699369975924464 0 3.397282455352979e-14
8 0 0 9 1.5234532772456606 0 2.2204460492503131e-14
9 0 0 10 -0.83147021142824662 0 1.021405182655144e-14
10 0 0 11 1.5198627127021751 0 2.19824158875781e-14
11 0 0 12 -0.83440494186797665 0 4.2188474935755949e-15
12 0 0 13 1.5174274596943467 0 1.3988810110276972e-14
13 0 0 14 -0.83645062658888691 0 2.0650148258027912e-14
14 0 0 15 1.5156918741854686 0 2.7977620220553945e-14
15 0 0 16 -0.83793495168432863 0 1.1546319456101628e-14
16 0 0 17 1.5144143596936719 0 2.2204460492503131e-15
17 0 0 18 -0.83903981640442438 0 0
18 0 0 19 1.5134555041375928 0 9.3258734068513149e-15
19 0 0 20 -0.83987369834581815 0 2.2204460492503131e-15
20 0 0 21 1.5127298125190221 0 5.5511151231257827e-15
21 0 0 22 -0.84050470392760812 0 1.1102230246251565e-14
22 0 0 23 1.5121825562291134 0 3.5527136788005009e-15
23 0 0 24 -0.84097710741883924 0 5.5511151231257827e-15
24 0 0 25 1.5117777539836177 0 1.1102230246251565e-15
25 0 0 26 -0.84132021410096369 0 3.7747582837255322e-15
26 0 0 27 1.5114915553788784 0 2.4424906541753444e-15
27 0 0 28 -0.84155334769276702 0 5.3290705182007514e-15
28 0 0 29 1.511308455844476 0 4.2188474935755949e-15
29 0 0 30 -0.84168873175127956 0 2.4424906541753444e-15
30 0 0 31 1.511219107563792 0 3.1086244689504383e-15
31 0 0 32 -0.84173313676693606 0 0
32 0 1 0 0 0 0
33 0 1 1 0.16753336171903366 0 0
34 0 1 2 0.16753336171903366 0 0
35 0 1 3 0.16753336171903366 0 0
36 0 1 4 0.16753336171903366 0 0
37 0 1 5 0.16753336171903366 0 0
38 0 1 6 0.16753336171903366 0 0
39 0 1 7 0.16753336171903366 0 0
40 0 1 8 0.16753336171903366 0 0
41 0 1 9 0.16753336171903366 0 0
42 0 1 10 0.16753336171903366 0 0
43 0 1 11 0.16753336171903366 0 0
44 0 1 12 0.16753336171903366 0 0
45 0 1 13 0.16753336171903366 0 0
46 0 1 14 0.16753336171903366 0 0
47 0 1 15 0.16753336171903366 0 0
48 0 1 16 0.16753336171903366 0 0
49 0 1 17 0.16753336171903366 0 0
50 0 1 18 0.16753336171903366 0 0
51 0 1 19 0.16753336171903366 0 0
52 0 1 20 0.16753336171903366 0 0
53 0 1 21 0.16753336171903366 0 0
54 0 1 22 0.16753336171903366 0 0
55 0 1 23 0.16753336171903366 0 0
56 0 1 24 0.16753336171903366 0 0
57 0 1 25 0.16753336171903366 0 0
58 0 1 26 0.16753336171903366 0 0
59 0 1 27 0.16753336171903366 0 0
60 0 1 28 0.16753336171903366 0 0
61 0 1 29 0.16753336171903366 0 0
62 0 1 30 0.16753336171903366 0 0
63 0 1 31 0.16753336171903366 0 0
64 0 1 32 0.16753336171903366 0 0
65 1 1 1 0.67445096011665662 0 0
66 1 1 2 0.67445096011665662 0 0
67 1 1 3 0.67445096011665662 0 0
68 1 1 4 0.67445096011665662 0 0
69 1 1 5 0.67445096011665662 0 0
70 1 1 6 0.67445096011665662 0 0
71 1 1 7 0.67445096011665662 0 0
72 1 1 8 0.67445096011665662 0 0
73 1 1 9 0.67445096011665662 0 0
74 1 1 10 0.67445096011665662 0 0
75 1 1 11 0.67445096011665662 0 0
76 1 1 12 0.67445096011665662 0 0
77 1 1 13 0.67445096011665662 0 0
78 1 1 14 0.67445096011665662 0 0
79 1 1 15 0.67445096011665662 0 0
80 1 1 16 0.67445096011665662 0 0
81 1 1 17 0.67445096011665662 0 0
82 1 1 18 0.67445096011665662 0 0
83 1 1 19 0.67445096011665662 0 0
84 1 1 20 0.67445096011665662 0 0
85 1 1 21 0.67445096011665662 0 0
86 1 1 22 0.67445096011665662 0 0
87 1 1 23 0.67445096011665662 0 0
88 1 1 24 0.67445096011665662 0 0
89 1 1 25 0.67445096011665662 0 0
90 1 1 26 0.67445096011665662 0 0
91 1 1 27 0.67445096011665662 0 0
92 1 1 28 0.67445096011665662 0 0
93 1 1 29 0.67445096011665662 0 0
94 1 1 30 0.67445096011665662 0 0
95 1 1 31 0.67445096011665662 0 0
96 1 1 32 0.67445096011665662 0 0
