00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:23:47 2026
00001  0.00000 0.12515 0.06768 0        12286616  12289384: Tue Aug 11 23:23:48 2026
00002  0.00000 0.24957 0.15261 0        4104700   4103684 : Tue Aug 11 23:23:48 2026
00003  0.00000 0.37621 0.25182 0        4101380   4107004 : Tue Aug 11 23:23:49 2026
00004  0.00000 0.48986 0.33879 0        4106569   4101815 : Tue Aug 11 23:23:49 2026
00005  0.00000 0.58738 0.39571 0        4106462   4101922 : Tue Aug 11 23:23:50 2026
00006  0.00000 0.66425 0.44062 0        4104319   4104065 : Tue Aug 11 23:23:50 2026
00007  0.00000 0.72463 0.47872 0        4104719   4103665 : Tue Aug 11 23:23:51 2026
00008  0.00000 0.77125 0.51084 0        4104749   4103635 : Tue Aug 11 23:23:52 2026
00009  0.00000 0.80752 0.53486 0        4108001   4100383 : Tue Aug 11 23:23:52 2026
00010  0.00000 0.83570 0.55486 0        4106618   4101766 : Tue Aug 11 23:23:53 2026
00011  0.00000 0.85821 0.57133 0        4105535   4102849 : Tue Aug 11 23:23:54 2026
00012  0.00000 0.87610 0.58448 0        4101898   4106486 : Tue Aug 11 23:23:54 2026
00013  0.00000 0.88964 0.59554 0        4106155   4102229 : Tue Aug 11 23:23:55 2026
00014  0.00000 0.90104 0.60376 0        4105772   4102612 : Tue Aug 11 23:23:56 2026
00015  0.00000 0.90953 0.61141 0        4105721   4102663 : Tue Aug 11 23:23:57 2026
00016  0.00000 0.91664 0.61716 0        4104447   4103937 : Tue Aug 11 23:23:57 2026
00017  0.00000 0.92227 0.62151 0        4105199   4103185 : Tue Aug 11 23:23:58 2026
00018  0.00000 0.92684 0.62509 0        4105384   4103000 : Tue Aug 11 23:23:59 2026
00019  0.00000 0.93010 0.62877 0        4103723   4104661 : Tue Aug 11 23:24:00 2026
00020  0.00000 0.93337 0.63106 0        4105507   4102877 : Tue Aug 11 23:24:00 2026
00021  0.00000 0.93557 0.63273 0        4104673   4103711 : Tue Aug 11 23:24:01 2026
00022  0.00000 0.93714 0.63465 0        4105750   4102634 : Tue Aug 11 23:24:02 2026
00023  0.00000 0.93877 0.63606 0        4105082   4103302 : Tue Aug 11 23:24:03 2026
00024  0.00000 0.94006 0.63707 0        4104408   4103976 : Tue Aug 11 23:24:04 2026
00025  0.00000 0.94120 0.63788 0        4106648   4101736 : Tue Aug 11 23:24:04 2026
00026  0.00000 0.94179 0.63916 0        4103792   4104592 : Tue Aug 11 23:24:05 2026
00027  0.00000 0.94239 0.63960 0        4101449   4106935 : Tue Aug 11 23:24:06 2026
00028  0.00000 0.94293 0.63994 0        4102787   4105597 : Tue Aug 11 23:24:07 2026
00029  0.00000 0.94334 0.64036 0        4104092   4104292 : Tue Aug 11 23:24:08 2026
00030  0.00000 0.94364 0.64029 0        4104609   4103775 : Tue Aug 11 23:24:08 2026
00031  0.00000 0.94416 0.64005 0        4103321   4105063 : Tue Aug 11 23:24:09 2026
00032  0.00000 0.94420 0.64069 0        4102467   4105917 : Tue Aug 11 23:24:10 2026
00033  0.00000 0.94416 0.64109 0        4104621   4103763 : Tue Aug 11 23:24:11 2026
00034  0.00000 0.94453 0.64114 0        4103901   4104483 : Tue Aug 11 23:24:11 2026
