# p si sj distance Re(initial) Im(initial) max_signed_residual
0 0 0 1 2.1567240174877371 0 2.2204460492503131e-15
1 0 0 2 -1.590492211079833 0 1.6209256159527285e-14
2 0 0 3 2.0026251746727146 0 1.5543122344752192e-14
3 0 0 4 -1.6564003161918235 0 3.6637359812630166e-14
4 0 0 5 1.9661150405731103 0 1.1324274851176597e-14
5 0 0 6 -1.6795465711916397 0 3.1974423109204508e-14
6 0 0 7 1.9501659669013569 0 1.9761969838327786e-14
7 0 0 8 -1.6911760214616849 0 5.262457136723242e-14
8 0 0 9 1.9413329430004409 0 3.4416913763379853e-14
9 0 0 10 -1.6980942667683243 0 1.5543122344752192e-14
10 0 0 11 1.9357838887059635 0 3.397282455352979e-14
11 0 0 12 -1.7026297592660891 0 6.4392935428259079e-15
12 0 0 13 1.932020315875683 0 2.19824158875781e-14
13 0 0 14 -1.7057912720165866 0 3.1752378504279477e-14
14 0 0 15 1.9293380473619623 0 4.3298697960381105e-14
15 0 0 16 -1.7080852289822692 0 1.7763568394002505e-14
16 0 0 17 1.9273637067837315 0 3.1086244689504383e-15
17 0 0 18 -1.7097927471860535 0 2.2204460492503131e-16
18 0 0 19 1.9258818391061545 0 1.4210854715202004e-14
19 0 0 20 -1.7110814738227533 0 3.7747582837255322e-15
20 0 0 21 1.9247603156956361 0 8.4376949871511897e-15
21 0 0 22 -1.7120566642673376 0 1.6875389974302379e-14
22 0 0 23 1.923914555974868 0 5.5511151231257827e-15
23 0 0 24 -1.7127867423901493 0 8.659739592076221e-15
24 0 0 25 1.9232889525045567 0 1.7763568394002505e-15
25 0 0 26 -1.7133169981716145 0 5.5511151231257827e-15
26 0 0 27 1.9228466455699595 0 3.5527136788005009e-15
27 0 0 28 -1.7136772955407649 0 8.2156503822261584e-15
28 0 0 29 1.9225636735622469 0 6.4392935428259079e-15
29 0 0 30 -1.7138865254493754 0 3.7747582837255322e-15
30 0 0 31 1.922425589855735 0 4.8849813083506888e-15
31 0 0 32 -1.7139551513826625 0 0
32 0 1 0 0 0 0
33 0 1 1 0.0089143697790083666 0 0
34 0 1 2 0.0089143697790083666 0 0
35 0 1 3 0.0089143697790083666 0 0
36 0 1 4 0.0089143697790083666 0 0
37 0 1 5 0.0089143697790083666 0 0
38 0 1 6 0.0089143697790083666 0 0
39 0 1 7 0.0089143697790083666 0 0
40 0 1 8 0.0089143697790083666 0 0
41 0 1 9 0.0089143697790083666 0 0
42 0 1 10 0.0089143697790083666 0 0
43 0 1 11 0.0089143697790083666 0 0
44 0 1 12 0.0089143697790083666 0 0
45 0 1 13 0.0089143697790083666 0 0
46 0 1 14 0.0089143697790083666 0 0
47 0 1 15 0.0089143697790083666 0 0
48 0 1 16 0.0089143697790083666 0 0
49 0 1 17 0.0089143697790083666 0 0
50 0 1 18 0.0089143697790083666 0 0
51 0 1 19 0.0089143697790083666 0 0
52 0 1 20 0.0089143697790083666 0 0
53 0 1 21 0.0089143697790083666 0 0
54 0 1 22 0.0089143697790083666 0 0
55 0 1 23 0.0089143697790083666 0 0
56 0 1 24 0.0089143697790083666 0 0
57 0 1 25 0.0089143697790083666 0 0
58 0 1 26 0.0089143697790083666 0 0
59 0 1 27 0.0089143697790083666 0 0
60 0 1 28 0.0089143697790083666 0 0
61 0 1 29 0.0089143697790083666 0 0
62 0 1 30 0.0089143697790083666 0 0
63 0 1 31 0.0089143697790083666 0 0
64 0 1 32 0.0089143697790083666 0 0
65 1 1 1 0.90997360565041274 0 0
66 1 1 2 0.90997360565041274 0 0
67 1 1 3 0.90997360565041274 0 0
68 1 1 4 0.90997360565041274 0 0
69 1 1 5 0.90997360565041274 0 0
70 1 1 6 0.90997360565041274 0 0
71 1 1 7 0.90997360565041274 0 0
72 1 1 8 0.90997360565041274 0 0
73 1 1 9 0.90997360565041274 0 0
74 1 1 10 0.90997360565041274 0 0
75 1 1 11 0.90997360565041274 0 0
76 1 1 12 0.90997360565041274 0 0
77 1 1 13 0.90997360565041274 0 0
78 1 1 14 0.90997360565041274 0 0
79 1 1 15 0.90997360565041274 0 0
80 1 1 16 0.90997360565041274 0 0
81 1 1 17 0.90997360565041274 0 0
82 1 1 18 0.90997360565041274 0 0
83 1 1 19 0.90997360565041274 0 0
84 1 1 20 0.90997360565041274 0 0
85 1 1 21 0.90997360565041274 0 0
86 1 1 22 0.90997360565041274 0 0
87 1 1 23 0.90997360565041274 0 0
88 1 1 24 0.90997360565041274 0 0
89 1 1 25 0.90997360565041274 0 0
90 1 1 26 0.90997360565041274 0 0
91 1 1 27 0.90997360565041274 0 0
92 1 1 28 0.90997360565041274 0 0
93 1 1 29 0.90997360565041274 0 0
94 1 1 30 0.90997360565041274 0 0
95 1 1 31 0.90997360565041274 0 0
96 1 1 32 0.90997360565041274 0 0
