00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Wed Aug 12 00:00:29 2026
00001  0.00000 0.97829 0.72520 0        16381136  16386864: Wed Aug 12 00:00:32 2026
00002  0.00000 0.97835 0.72508 0        8201082   8199302 : Wed Aug 12 00:00:34 2026
00003  0.00000 0.97836 0.72499 0        8199824   8200560 : Wed Aug 12 00:00:36 2026
00004  0.00000 0.97831 0.72510 0        8200590   8199794 : Wed Aug 12 00:00:38 2026
00005  0.00000 0.97832 0.72492 0        8200117   8200267 : Wed Aug 12 00:00:40 2026
00006  0.00000 0.97840 0.72507 0        8200176   8200208 : Wed Aug 12 00:00:41 2026
00007  0.00000 0.97831 0.72477 0        8200685   8199699 : Wed Aug 12 00:00:43 2026
00008  0.00000 0.97833 0.72515 0        8203838   8196546 : Wed Aug 12 00:00:45 2026
00009  0.00000 0.97839 0.72495 0        8202041   8198343 : Wed Aug 12 00:00:46 2026
00010  0.00000 0.97823 0.72526 0        8201645   8198739 : Wed Aug 12 00:00:48 2026
