00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:53:30 2026
00001  0.00000 0.33855 0.16320 0        12292544  12283456: Tue Aug 11 23:53:31 2026
00002  0.00000 0.54481 0.30394 0        4104299   4104085 : Tue Aug 11 23:53:31 2026
00003  0.00000 0.69643 0.40606 0        4104918   4103466 : Tue Aug 11 23:53:32 2026
00004  0.00000 0.79095 0.49019 0        4102940   4105444 : Tue Aug 11 23:53:33 2026
00005  0.00000 0.85146 0.55385 0        4103093   4105291 : Tue Aug 11 23:53:34 2026
00006  0.00000 0.89086 0.60032 0        4107262   4101122 : Tue Aug 11 23:53:34 2026
00007  0.00000 0.91743 0.63325 0        4104695   4103689 : Tue Aug 11 23:53:35 2026
00008  0.00000 0.93546 0.65802 0        4102571   4105813 : Tue Aug 11 23:53:36 2026
00009  0.00000 0.94758 0.67591 0        4103035   4105349 : Tue Aug 11 23:53:37 2026
00010  0.00000 0.95623 0.68912 0        4105853   4102531 : Tue Aug 11 23:53:37 2026
00011  0.00000 0.96220 0.69859 0        4104379   4104005 : Tue Aug 11 23:53:38 2026
00012  0.00000 0.96653 0.70536 0        4105642   4102742 : Tue Aug 11 23:53:39 2026
00013  0.00000 0.96961 0.71090 0        4106445   4101939 : Tue Aug 11 23:53:40 2026
00014  0.00000 0.97177 0.71453 0        4101765   4106619 : Tue Aug 11 23:53:42 2026
00015  0.00000 0.97300 0.71761 0        4104881   4103503 : Tue Aug 11 23:53:43 2026
00016  0.00000 0.97428 0.71973 0        4102742   4105642 : Tue Aug 11 23:53:43 2026
00017  0.00000 0.97536 0.72078 0        4103963   4104421 : Tue Aug 11 23:53:44 2026
00018  0.00000 0.97595 0.72211 0        4104118   4104266 : Tue Aug 11 23:53:45 2026
00019  0.00000 0.97642 0.72321 0        4100622   4107762 : Tue Aug 11 23:53:46 2026
00020  0.00000 0.97670 0.72319 0        4104791   4103593 : Tue Aug 11 23:53:47 2026
00021  0.00000 0.97707 0.72376 0        4105916   4102468 : Tue Aug 11 23:53:47 2026
00022  0.00000 0.97728 0.72458 0        4104713   4103671 : Tue Aug 11 23:53:48 2026
00023  0.00000 0.97751 0.72432 0        4103817   4104567 : Tue Aug 11 23:53:49 2026
00024  0.00000 0.97769 0.72463 0        4103508   4104876 : Tue Aug 11 23:53:50 2026
00025  0.00000 0.97773 0.72467 0        4106599   4101785 : Tue Aug 11 23:53:51 2026
00026  0.00000 0.97798 0.72499 0        4104698   4103686 : Tue Aug 11 23:53:51 2026
00027  0.00000 0.97783 0.72487 0        4104367   4104017 : Tue Aug 11 23:53:52 2026
00028  0.00000 0.97797 0.72514 0        4104273   4104111 : Tue Aug 11 23:53:53 2026
00029  0.00000 0.97816 0.72495 0        4105265   4103119 : Tue Aug 11 23:53:54 2026
