#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
   97    96     0     1  9.93219e+00  0.00000e+00  4.34099e-02    33, 80
   97    96     0     1  9.23945e+00  0.00000e+00  4.25922e-02    33, 82
   97    96     0     1  8.88561e+00  0.00000e+00  4.12073e-02    33, 87
   97    96     0     1  8.25857e+00  0.00000e+00  3.97871e-02    33, 90
   97    96     0     1  7.52749e+00  0.00000e+00  3.80886e-02    33, 90
   97    96     0     1  6.79585e+00  0.00000e+00  3.60723e-02    33, 91
   97    96     0     1  6.12885e+00  0.00000e+00  3.35545e-02    33, 93
   97    96     0     1  5.46627e+00  0.00000e+00  3.05964e-02    33, 96
   97    96     0     1  4.96562e+00  0.00000e+00  2.68326e-02    33, 96
   97    96     0     1  4.49040e+00  0.00000e+00  2.40618e-02    45, 96
   97    96     0     1  4.07104e+00  0.00000e+00  2.26099e-02    49, 96
   97    96     0     1  3.79971e+00  0.00000e+00  2.21660e-02    63, 96
   97    96     0     1  3.57603e+00  0.00000e+00  2.11647e-02    63, 96
   97    96     0     1  3.36621e+00  0.00000e+00  1.86643e-02    63, 96
   97    96     0     1  3.18990e+00  0.00000e+00  1.53993e-02    63, 96
   97    96     0     1  3.07671e+00  0.00000e+00  1.27312e-02    63, 96
   97    96     0     1  2.97170e+00  0.00000e+00  1.02718e-02    61, 96
   97    96     0     1  2.89692e+00  0.00000e+00 -9.14291e-03     4, 96
   97    96     0     1  2.84631e+00  0.00000e+00 -8.31419e-03     4, 96
   97    96     0     1  2.77835e+00  0.00000e+00 -7.50855e-03     4, 96
   97    96     0     1  2.71696e+00  0.00000e+00 -6.77792e-03     4, 96
   97    96     0     1  2.68865e+00  0.00000e+00 -6.08701e-03     4, 96
   97    96     0     1  2.65430e+00  0.00000e+00 -5.50338e-03     4, 96
   97    96     0     1  2.62133e+00  0.00000e+00 -4.96083e-03     4, 96
   97    96     0     1  2.58168e+00  0.00000e+00 -4.46504e-03     4, 96
   97    96     0     1  2.57862e+00  0.00000e+00 -4.06963e-03     4, 96
   97    96     0     1  2.54818e+00  0.00000e+00 -3.68091e-03     4, 96
   97    96     0     1  2.53798e+00  0.00000e+00 -3.31954e-03     4, 96
   97    96     0     1  2.52244e+00  0.00000e+00 -3.01161e-03     4, 96
   97    96     0     1  2.49730e+00  0.00000e+00 -2.68701e-03     4, 96
   97    96     0     1  2.47587e+00  0.00000e+00 -2.48539e-03     4, 96
   97    96     0     1  2.46874e+00  0.00000e+00 -2.26244e-03     4, 96
   97    96     0     1  2.46634e+00  0.00000e+00 -2.04527e-03     2, 96
   97    96     0     1  2.47405e+00  0.00000e+00  1.88763e-03    53, 96
   97    96     0     1  2.45186e+00  0.00000e+00  1.72533e-03    55, 96
   97    96     0     1  2.44161e+00  0.00000e+00  1.69213e-03    63, 96
   97    96     0     1  2.44328e+00  0.00000e+00  1.67021e-03    57, 96
   97    96     0     1  2.41471e+00  0.00000e+00  1.48439e-03    53, 96
   97    96     0     1  2.42110e+00  0.00000e+00  1.53481e-03    63, 96
   97    96     0     1  2.42050e+00  0.00000e+00  1.36076e-03    51, 96
   97    96     0     1  2.41027e+00  0.00000e+00  1.26933e-03    63, 96
   97    96     0     1  2.42439e+00  0.00000e+00  1.18148e-03    51, 96
   97    96     0     1  2.41065e+00  0.00000e+00  1.21987e-03    57, 96
   97    96     0     1  2.42087e+00  0.00000e+00  1.26292e-03    59, 96
   97    96     0     1  2.41538e+00  0.00000e+00  1.17345e-03    57, 96
   97    96     0     1  2.40760e+00  0.00000e+00  1.14484e-03    63, 96
   97    96     0     1  2.40256e+00  0.00000e+00  1.06869e-03    51, 96
   97    96     0     1  2.39938e+00  0.00000e+00  1.01094e-03    51, 96
   97    96     0     1  2.39530e+00  0.00000e+00  9.43589e-04    51, 96
   97    96     0     1  2.38802e+00  0.00000e+00  9.74480e-04    63, 96
   97    96     0     1  2.38257e+00  0.00000e+00  1.07943e-03    57, 96
   97    96     0     1  2.37928e+00  0.00000e+00  9.96970e-04    63, 96
   97    96     0     1  2.39727e+00  0.00000e+00  8.91548e-04    57, 96
   97    96     0     1  2.37436e+00  0.00000e+00  9.21518e-04    59, 96
   97    96     0     1  2.40300e+00  0.00000e+00  1.00064e-03    61, 96
   97    96     0     1  2.37300e+00  0.00000e+00  9.70495e-04    63, 96
   97    96     0     1  2.39817e+00  0.00000e+00  8.54786e-04    59, 96
   97    96     0     1  2.37901e+00  0.00000e+00  9.29211e-04    63, 96
   97    96     0     1  2.36849e+00  0.00000e+00  8.75002e-04    57, 96
   97    96     0     1  2.37950e+00  0.00000e+00  1.08853e-03    59, 96
   97    96     0     1  2.38260e+00  0.00000e+00  7.83410e-04    55, 96
