00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:09:08 2026
00001  0.00000 0.82342 0.51377 0        16382752  16385248: Tue Aug 11 23:09:11 2026
00002  0.00000 0.82367 0.51333 0        8202255   8198129 : Tue Aug 11 23:09:12 2026
00003  0.00000 0.82348 0.51319 0        8198923   8201461 : Tue Aug 11 23:09:13 2026
00004  0.00000 0.82339 0.51300 0        8198711   8201673 : Tue Aug 11 23:09:15 2026
00005  0.00000 0.82357 0.51296 0        8201310   8199074 : Tue Aug 11 23:09:16 2026
00006  0.00000 0.82366 0.51352 0        8202029   8198355 : Tue Aug 11 23:09:17 2026
00007  0.00000 0.82342 0.51379 0        8205163   8195221 : Tue Aug 11 23:09:19 2026
00008  0.00000 0.82371 0.51334 0        8202743   8197641 : Tue Aug 11 23:09:20 2026
00009  0.00000 0.82370 0.51328 0        8202632   8197752 : Tue Aug 11 23:09:21 2026
00010  0.00000 0.82352 0.51375 0        8198847   8201537 : Tue Aug 11 23:09:23 2026
