00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:46:02 2026
00001  0.00000 0.23739 0.11332 0        12290206  12285794: Tue Aug 11 23:46:03 2026
00002  0.00000 0.41306 0.24509 0        4105459   4102925 : Tue Aug 11 23:46:03 2026
00003  0.00000 0.56196 0.34362 0        4101657   4106727 : Tue Aug 11 23:46:04 2026
00004  0.00000 0.67589 0.41886 0        4104831   4103553 : Tue Aug 11 23:46:04 2026
00005  0.00000 0.75487 0.48034 0        4102625   4105759 : Tue Aug 11 23:46:05 2026
00006  0.00000 0.81158 0.52895 0        4102945   4105439 : Tue Aug 11 23:46:06 2026
00007  0.00000 0.85234 0.56573 0        4104161   4104223 : Tue Aug 11 23:46:06 2026
00008  0.00000 0.88184 0.59427 0        4102824   4105560 : Tue Aug 11 23:46:07 2026
00009  0.00000 0.90342 0.61704 0        4105744   4102640 : Tue Aug 11 23:46:08 2026
00010  0.00000 0.91906 0.63345 0        4109380   4099004 : Tue Aug 11 23:46:09 2026
00011  0.00000 0.93105 0.64621 0        4104652   4103732 : Tue Aug 11 23:46:09 2026
00012  0.00000 0.93974 0.65606 0        4104499   4103885 : Tue Aug 11 23:46:10 2026
00013  0.00000 0.94603 0.66385 0        4103995   4104389 : Tue Aug 11 23:46:11 2026
00014  0.00000 0.95102 0.66979 0        4105649   4102735 : Tue Aug 11 23:46:12 2026
00015  0.00000 0.95480 0.67414 0        4104418   4103966 : Tue Aug 11 23:46:12 2026
00016  0.00000 0.95767 0.67816 0        4103980   4104404 : Tue Aug 11 23:46:13 2026
00017  0.00000 0.95969 0.68054 0        4104223   4104161 : Tue Aug 11 23:46:14 2026
00018  0.00000 0.96130 0.68260 0        4105592   4102792 : Tue Aug 11 23:46:15 2026
00019  0.00000 0.96260 0.68418 0        4106444   4101940 : Tue Aug 11 23:46:16 2026
00020  0.00000 0.96357 0.68564 0        4103031   4105353 : Tue Aug 11 23:46:16 2026
00021  0.00000 0.96412 0.68652 0        4103660   4104724 : Tue Aug 11 23:46:17 2026
00022  0.00000 0.96485 0.68693 0        4102654   4105730 : Tue Aug 11 23:46:18 2026
00023  0.00000 0.96526 0.68741 0        4103460   4104924 : Tue Aug 11 23:46:19 2026
00024  0.00000 0.96556 0.68817 0        4104858   4103526 : Tue Aug 11 23:46:20 2026
00025  0.00000 0.96585 0.68852 0        4103167   4105217 : Tue Aug 11 23:46:20 2026
00026  0.00000 0.96603 0.68880 0        4103190   4105194 : Tue Aug 11 23:46:21 2026
00027  0.00000 0.96635 0.68930 0        4106389   4101995 : Tue Aug 11 23:46:22 2026
00028  0.00000 0.96643 0.68918 0        4104683   4103701 : Tue Aug 11 23:46:23 2026
00029  0.00000 0.96664 0.68947 0        4103413   4104971 : Tue Aug 11 23:46:23 2026
00030  0.00000 0.96661 0.68949 0        4104681   4103703 : Tue Aug 11 23:46:24 2026
00031  0.00000 0.96671 0.68890 0        4103309   4105075 : Tue Aug 11 23:46:25 2026
00032  0.00000 0.96652 0.68981 0        4104066   4104318 : Tue Aug 11 23:46:26 2026
00033  0.00000 0.96688 0.68908 0        4105044   4103340 : Tue Aug 11 23:46:27 2026
00034  0.00000 0.96666 0.68955 0        4105129   4103255 : Tue Aug 11 23:46:27 2026
00035  0.00000 0.96687 0.68934 0        4104466   4103918 : Tue Aug 11 23:46:28 2026
00036  0.00000 0.96698 0.68944 0        4102957   4105427 : Tue Aug 11 23:46:29 2026
00037  0.00000 0.96704 0.68997 0        4104227   4104157 : Tue Aug 11 23:46:30 2026
00038  0.00000 0.96704 0.68960 0        4103797   4104587 : Tue Aug 11 23:46:30 2026
00039  0.00000 0.96697 0.68996 0        4104349   4104035 : Tue Aug 11 23:46:31 2026
00040  0.00000 0.96697 0.68947 0        4104242   4104142 : Tue Aug 11 23:46:32 2026
00041  0.00000 0.96693 0.68990 0        4102317   4106067 : Tue Aug 11 23:46:33 2026
