00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:52:53 2026
00001  0.00000 0.96708 0.68982 0        16384391  16383609: Tue Aug 11 23:52:56 2026
00002  0.00000 0.96708 0.68972 0        8201068   8199316 : Tue Aug 11 23:52:58 2026
00003  0.00000 0.96714 0.68962 0        8199842   8200542 : Tue Aug 11 23:53:00 2026
00004  0.00000 0.96704 0.68940 0        8202528   8197856 : Tue Aug 11 23:53:02 2026
00005  0.00000 0.96692 0.68977 0        8197420   8202964 : Tue Aug 11 23:53:04 2026
00006  0.00000 0.96711 0.68964 0        8196978   8203406 : Tue Aug 11 23:53:05 2026
00007  0.00000 0.96710 0.68985 0        8199417   8200967 : Tue Aug 11 23:53:07 2026
00008  0.00000 0.96703 0.68996 0        8202999   8197385 : Tue Aug 11 23:53:09 2026
00009  0.00000 0.96708 0.68955 0        8202834   8197550 : Tue Aug 11 23:53:10 2026
00010  0.00000 0.96705 0.68945 0        8202568   8197816 : Tue Aug 11 23:53:12 2026
