00000  acc_hop acc_ex  acc_lsf n_hop    n_ex      n_lsf   : Tue Aug 11 23:16:38 2026
00001  0.00000 0.07948 0.04523 0        12288025  12287975: Tue Aug 11 23:16:39 2026
00002  0.00000 0.16468 0.11139 0        4105290   4103094 : Tue Aug 11 23:16:39 2026
00003  0.00000 0.26662 0.18837 0        4105264   4103120 : Tue Aug 11 23:16:39 2026
00004  0.00000 0.36984 0.26843 0        4107563   4100821 : Tue Aug 11 23:16:40 2026
00005  0.00000 0.46463 0.33917 0        4105019   4103365 : Tue Aug 11 23:16:40 2026
00006  0.00000 0.54777 0.39221 0        4101477   4106907 : Tue Aug 11 23:16:41 2026
00007  0.00000 0.61756 0.42909 0        4105736   4102648 : Tue Aug 11 23:16:41 2026
00008  0.00000 0.67501 0.45883 0        4107116   4101268 : Tue Aug 11 23:16:42 2026
00009  0.00000 0.72161 0.48343 0        4105350   4103034 : Tue Aug 11 23:16:43 2026
00010  0.00000 0.75896 0.50441 0        4104957   4103427 : Tue Aug 11 23:16:43 2026
00011  0.00000 0.78878 0.52253 0        4106209   4102175 : Tue Aug 11 23:16:44 2026
00012  0.00000 0.81312 0.53725 0        4104357   4104027 : Tue Aug 11 23:16:45 2026
00013  0.00000 0.83319 0.54851 0        4105803   4102581 : Tue Aug 11 23:16:45 2026
00014  0.00000 0.84933 0.55849 0        4103479   4104905 : Tue Aug 11 23:16:46 2026
00015  0.00000 0.86222 0.56735 0        4099416   4108968 : Tue Aug 11 23:16:47 2026
00016  0.00000 0.87293 0.57464 0        4105925   4102459 : Tue Aug 11 23:16:47 2026
00017  0.00000 0.88232 0.58042 0        4101926   4106458 : Tue Aug 11 23:16:48 2026
00018  0.00000 0.88966 0.58460 0        4103508   4104876 : Tue Aug 11 23:16:49 2026
00019  0.00000 0.89553 0.58931 0        4104188   4104196 : Tue Aug 11 23:16:50 2026
00020  0.00000 0.90052 0.59269 0        4103941   4104443 : Tue Aug 11 23:16:50 2026
00021  0.00000 0.90502 0.59514 0        4104768   4103616 : Tue Aug 11 23:16:51 2026
00022  0.00000 0.90838 0.59783 0        4104445   4103939 : Tue Aug 11 23:16:52 2026
00023  0.00000 0.91140 0.59955 0        4104634   4103750 : Tue Aug 11 23:16:53 2026
00024  0.00000 0.91356 0.60116 0        4103475   4104909 : Tue Aug 11 23:16:53 2026
00025  0.00000 0.91551 0.60347 0        4103777   4104607 : Tue Aug 11 23:16:54 2026
00026  0.00000 0.91714 0.60421 0        4102029   4106355 : Tue Aug 11 23:16:55 2026
00027  0.00000 0.91853 0.60624 0        4102398   4105986 : Tue Aug 11 23:16:56 2026
00028  0.00000 0.91956 0.60598 0        4103549   4104835 : Tue Aug 11 23:16:56 2026
00029  0.00000 0.92050 0.60676 0        4104018   4104366 : Tue Aug 11 23:16:57 2026
00030  0.00000 0.92137 0.60729 0        4101652   4106732 : Tue Aug 11 23:16:58 2026
00031  0.00000 0.92202 0.60802 0        4104087   4104297 : Tue Aug 11 23:16:59 2026
00032  0.00000 0.92237 0.60808 0        4105517   4102867 : Tue Aug 11 23:16:59 2026
00033  0.00000 0.92315 0.60879 0        4104945   4103439 : Tue Aug 11 23:17:00 2026
00034  0.00000 0.92355 0.60866 0        4102998   4105386 : Tue Aug 11 23:17:01 2026
00035  0.00000 0.92384 0.60938 0        4102628   4105756 : Tue Aug 11 23:17:02 2026
00036  0.00000 0.92400 0.60929 0        4108804   4099580 : Tue Aug 11 23:17:02 2026
00037  0.00000 0.92430 0.60921 0        4104242   4104142 : Tue Aug 11 23:17:03 2026
00038  0.00000 0.92447 0.61019 0        4105998   4102386 : Tue Aug 11 23:17:04 2026
00039  0.00000 0.92439 0.60966 0        4104273   4104111 : Tue Aug 11 23:17:05 2026
00040  0.00000 0.92445 0.61067 0        4104235   4104149 : Tue Aug 11 23:17:05 2026
00041  0.00000 0.92459 0.61002 0        4103451   4104933 : Tue Aug 11 23:17:06 2026
00042  0.00000 0.92482 0.61061 0        4102993   4105391 : Tue Aug 11 23:17:07 2026
00043  0.00000 0.92519 0.61004 0        4105226   4103158 : Tue Aug 11 23:17:08 2026
00044  0.00000 0.92496 0.61058 0        4103566   4104818 : Tue Aug 11 23:17:08 2026
00045  0.00000 0.92525 0.60977 0        4107004   4101380 : Tue Aug 11 23:17:09 2026
00046  0.00000 0.92517 0.60986 0        4100922   4107462 : Tue Aug 11 23:17:10 2026
00047  0.00000 0.92497 0.61047 0        4104211   4104173 : Tue Aug 11 23:17:11 2026
00048  0.00000 0.92512 0.61095 0        4103716   4104668 : Tue Aug 11 23:17:12 2026
00049  0.00000 0.92514 0.61066 0        4100686   4107698 : Tue Aug 11 23:17:12 2026
00050  0.00000 0.92506 0.61021 0        4105209   4103175 : Tue Aug 11 23:17:13 2026
00051  0.00000 0.92534 0.61085 0        4104988   4103396 : Tue Aug 11 23:17:14 2026
00052  0.00000 0.92558 0.61025 0        4104835   4103549 : Tue Aug 11 23:17:15 2026
00053  0.00000 0.92521 0.61081 0        4104724   4103660 : Tue Aug 11 23:17:15 2026
00054  0.00000 0.92532 0.61013 0        4105059   4103325 : Tue Aug 11 23:17:16 2026
00055  0.00000 0.92517 0.61046 0        4104470   4103914 : Tue Aug 11 23:17:17 2026
00056  0.00000 0.92534 0.61004 0        4105130   4103254 : Tue Aug 11 23:17:18 2026
00057  0.00000 0.92575 0.61056 0        4103191   4105193 : Tue Aug 11 23:17:18 2026
00058  0.00000 0.92530 0.61077 0        4103727   4104657 : Tue Aug 11 23:17:19 2026
00059  0.00000 0.92565 0.60972 0        4101631   4106753 : Tue Aug 11 23:17:20 2026
00060  0.00000 0.92520 0.61029 0        4101980   4106404 : Tue Aug 11 23:17:21 2026
00061  0.00000 0.92539 0.61076 0        4103572   4104812 : Tue Aug 11 23:17:21 2026
00062  0.00000 0.92542 0.61006 0        4105056   4103328 : Tue Aug 11 23:17:22 2026
00063  0.00000 0.92550 0.61069 0        4105412   4102972 : Tue Aug 11 23:17:23 2026
00064  0.00000 0.92541 0.61045 0        4102676   4105708 : Tue Aug 11 23:17:24 2026
00065  0.00000 0.92539 0.60976 0        4103646   4104738 : Tue Aug 11 23:17:24 2026
00066  0.00000 0.92535 0.61077 0        4106695   4101689 : Tue Aug 11 23:17:26 2026
00067  0.00000 0.92569 0.61023 0        4104075   4104309 : Tue Aug 11 23:17:27 2026
00068  0.00000 0.92553 0.61021 0        4103250   4105134 : Tue Aug 11 23:17:28 2026
00069  0.00000 0.92506 0.61093 0        4105267   4103117 : Tue Aug 11 23:17:29 2026
00070  0.00000 0.92553 0.61052 0        4105938   4102446 : Tue Aug 11 23:17:30 2026
00071  0.00000 0.92536 0.61058 0        4104239   4104145 : Tue Aug 11 23:17:30 2026
00072  0.00000 0.92534 0.61048 0        4105093   4103291 : Tue Aug 11 23:17:31 2026
00073  0.00000 0.92539 0.61007 0        4104732   4103652 : Tue Aug 11 23:17:32 2026
00074  0.00000 0.92524 0.61059 0        4106061   4102323 : Tue Aug 11 23:17:33 2026
00075  0.00000 0.92537 0.61086 0        4104243   4104141 : Tue Aug 11 23:17:33 2026
00076  0.00000 0.92563 0.61054 0        4105801   4102583 : Tue Aug 11 23:17:34 2026
00077  0.00000 0.92529 0.61012 0        4105471   4102913 : Tue Aug 11 23:17:35 2026
00078  0.00000 0.92565 0.61038 0        4105546   4102838 : Tue Aug 11 23:17:36 2026
00079  0.00000 0.92534 0.60990 0        4104386   4103998 : Tue Aug 11 23:17:36 2026
00080  0.00000 0.92526 0.61001 0        4104079   4104305 : Tue Aug 11 23:17:37 2026
00081  0.00000 0.92528 0.61088 0        4103194   4105190 : Tue Aug 11 23:17:38 2026
00082  0.00000 0.92536 0.61058 0        4106126   4102258 : Tue Aug 11 23:17:39 2026
00083  0.00000 0.92552 0.61019 0        4102393   4105991 : Tue Aug 11 23:17:39 2026
00084  0.00000 0.92545 0.61090 0        4106169   4102215 : Tue Aug 11 23:17:40 2026
00085  0.00000 0.92540 0.61035 0        4105331   4103053 : Tue Aug 11 23:17:41 2026
00086  0.00000 0.92516 0.61102 0        4102970   4105414 : Tue Aug 11 23:17:42 2026
00087  0.00000 0.92569 0.61116 0        4102416   4105968 : Tue Aug 11 23:17:42 2026
00088  0.00000 0.92539 0.61030 0        4107670   4100714 : Tue Aug 11 23:17:43 2026
00089  0.00000 0.92543 0.60992 0        4105255   4103129 : Tue Aug 11 23:17:44 2026
00090  0.00000 0.92546 0.61028 0        4105150   4103234 : Tue Aug 11 23:17:45 2026
00091  0.00000 0.92542 0.61008 0        4105846   4102538 : Tue Aug 11 23:17:46 2026
00092  0.00000 0.92546 0.61090 0        4105828   4102556 : Tue Aug 11 23:17:46 2026
00093  0.00000 0.92559 0.61127 0        4101853   4106531 : Tue Aug 11 23:17:47 2026
00094  0.00000 0.92539 0.61042 0        4107928   4100456 : Tue Aug 11 23:17:48 2026
00095  0.00000 0.92553 0.61094 0        4104005   4104379 : Tue Aug 11 23:17:49 2026
00096  0.00000 0.92542 0.60977 0        4103726   4104658 : Tue Aug 11 23:17:49 2026
00097  0.00000 0.92533 0.61063 0        4104554   4103830 : Tue Aug 11 23:17:50 2026
00098  0.00000 0.92542 0.61042 0        4104324   4104060 : Tue Aug 11 23:17:51 2026
00099  0.00000 0.92558 0.61010 0        4104018   4104366 : Tue Aug 11 23:17:52 2026
00100  0.00000 0.92540 0.61047 0        4101149   4107235 : Tue Aug 11 23:17:52 2026
00101  0.00000 0.92532 0.61112 0        4103965   4104419 : Tue Aug 11 23:17:53 2026
00102  0.00000 0.92529 0.61033 0        4102733   4105651 : Tue Aug 11 23:17:54 2026
00103  0.00000 0.92534 0.61050 0        4102797   4105587 : Tue Aug 11 23:17:55 2026
00104  0.00000 0.92534 0.61027 0        4104396   4103988 : Tue Aug 11 23:17:55 2026
00105  0.00000 0.92546 0.61037 0        4103685   4104699 : Tue Aug 11 23:17:56 2026
00106  0.00000 0.92553 0.61073 0        4101495   4106889 : Tue Aug 11 23:17:57 2026
00107  0.00000 0.92558 0.61091 0        4102543   4105841 : Tue Aug 11 23:17:58 2026
00108  0.00000 0.92551 0.61037 0        4102924   4105460 : Tue Aug 11 23:17:59 2026
00109  0.00000 0.92499 0.61082 0        4105176   4103208 : Tue Aug 11 23:17:59 2026
00110  0.00000 0.92514 0.61046 0        4103457   4104927 : Tue Aug 11 23:18:00 2026
00111  0.00000 0.92529 0.61012 0        4103342   4105042 : Tue Aug 11 23:18:01 2026
00112  0.00000 0.92539 0.61071 0        4104596   4103788 : Tue Aug 11 23:18:02 2026
00113  0.00000 0.92555 0.61019 0        4103067   4105317 : Tue Aug 11 23:18:02 2026
00114  0.00000 0.92526 0.61073 0        4103229   4105155 : Tue Aug 11 23:18:03 2026
00115  0.00000 0.92538 0.61044 0        4102332   4106052 : Tue Aug 11 23:18:04 2026
00116  0.00000 0.92533 0.61023 0        4103014   4105370 : Tue Aug 11 23:18:05 2026
00117  0.00000 0.92540 0.61014 0        4103253   4105131 : Tue Aug 11 23:18:05 2026
00118  0.00000 0.92550 0.61044 0        4102804   4105580 : Tue Aug 11 23:18:06 2026
00119  0.00000 0.92551 0.61009 0        4102119   4106265 : Tue Aug 11 23:18:07 2026
00120  0.00000 0.92567 0.61092 0        4105648   4102736 : Tue Aug 11 23:18:08 2026
00121  0.00000 0.92549 0.61051 0        4104363   4104021 : Tue Aug 11 23:18:08 2026
00122  0.00000 0.92546 0.61027 0        4103027   4105357 : Tue Aug 11 23:18:09 2026
