# i si j sj a b distance p sign Re(class) Im(class) Re(target) Im(target) Re(sign_class) Im(sign_class) residual
1 0 56 0 1 56 9 8 1 1.423671853971749 0 1.423671853971769 0 1.423671853971749 0 1.9984014443252818e-14
1 0 57 0 1 57 8 7 1 -0.67935965176948165 0 -0.67935965176951207 0 -0.67935965176948165 0 3.0420110874729289e-14
1 0 58 0 1 58 7 6 1 1.4287857099143846 0 1.4287857099143961 0 1.4287857099143846 0 1.1546319456101628e-14
1 0 59 0 1 59 6 5 1 -0.67262681213945552 0 -0.67262681213947395 0 -0.67262681213945552 0 1.8429702208777599e-14
1 0 60 0 1 60 5 4 1 1.4380193841453996 0 1.4380193841454063 0 1.4380193841453996 0 6.6613381477509392e-15
1 0 61 0 1 61 4 3 1 -0.65922634871850916 0 -0.65922634871853047 0 -0.65922634871850916 0 2.1316282072803006e-14
1 0 62 0 1 62 3 2 1 1.4591568302030655 0 1.4591568302030749 0 1.4591568302030655 0 9.3258734068513149e-15
1 0 63 0 1 63 2 1 1 -0.62106902470630421 0 -0.62106902470631353 0 -0.62106902470630421 0 9.3258734068513149e-15
1 0 0 1 1 64 1 33 -1 0.20703724960773262 0 -0.20703724960773262 0 -0.20703724960773262 0 0
1 0 1 1 1 65 0 32 1 0 0 0 0 0 0 0
1 0 2 1 1 66 1 33 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 3 1 1 67 2 34 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 4 1 1 68 3 35 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 5 1 1 69 4 36 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 6 1 1 70 5 37 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 7 1 1 71 6 38 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 8 1 1 72 7 39 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 9 1 1 73 8 40 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 10 1 1 74 9 41 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 11 1 1 75 10 42 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 12 1 1 76 11 43 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 13 1 1 77 12 44 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 14 1 1 78 13 45 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 15 1 1 79 14 46 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 16 1 1 80 15 47 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 17 1 1 81 16 48 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 18 1 1 82 17 49 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 19 1 1 83 18 50 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 20 1 1 84 19 51 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 21 1 1 85 20 52 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 22 1 1 86 21 53 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 23 1 1 87 22 54 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 24 1 1 88 23 55 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 25 1 1 89 24 56 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 26 1 1 90 25 57 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 27 1 1 91 26 58 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
1 0 28 1 1 92 27 59 1 0.20703724960773262 0 0.20703724960773262 0 0.20703724960773262 0 0
